text,true_label,pred_label
ministry water tanzania awarded poyry water sanitation engineering assignment rehabilitation extension water supply sanitation infrastructure bukoba musoma situated lake victoria northern tanzania,2,2
increase range vary,1,2
chain unite centre end,1,1
finnish bank pohjola bank plc hel poh said today issue eur million usd index linked bond pohjola tutkimuksen tahdet viii pohjola research star viii october,1,1
neste oil said result biomass liquid demonstration plant commissioned june promising decision commercial plant taken,1,1
raute corporation received order worth eur million ooo ilim bratsk dok russia,2,1
company reported today operating loss eur net sale eur first quarter,0,1
omx helsinki index pct helsinki cap portfolio index pct higher,2,1
business goal realize temporary lay offs carried summer saving measure,1,0
several innovative small molecule biological drug candidate different stage clinical development,1,1
million tonne co eua eu allowance emission credit eu traded underlying market value approx,1,1
tool specifically designed need business user ict expert mind,1,1
inspects company strategic strength weakness,1,2
veidekke headquartered oslo norway scandinavian construction property development group employee norway sweden denmark annual turnover nok bn,1,1
company continuous need alloy nickel ferro chrome molybdenum manganese production said talvivaara,1,2
lassila tikanoja operating profit excluding non recurring imputed item second quarter eur eur year ago,0,0
annual general meeting approved dividend eur per share total eur million,1,1
spokeswoman italian fashion house declined comment settlement,1,1
agreement signed biohit healthcare ltd uk based subsidiary biohit oyj finnish public company develops manufacture market liquid handling product diagnostic test system,2,2
new kveyt light variety suomalainen pekoni marketed atrium brand name available consumer finland,2,1
well known brand include fitness equipment maker precor u based ball sport equipment maker wilson,1,1
could u time said,1,2
satama trainer house remain name independent brand business area,1,1
board director authorized decide term share issue,1,1
apple spokeswoman said company declined comment,1,0
one headboxes equipped modern consistency control system ensure cross machine profile plasterboard,1,1
eps dropped eur eur,0,0
order also includes extensive maintenance work shoe press delivered vaahto,1,1
operating profit fell eur mn eur mn,0,0
self service automation bigger role fujitsu global resource exploited effectively,2,1
central europe important market area honka,1,1
challenge company however finding new source raw material said risto rinne ceo neste oil,1,1
profitable make pulp paper sawn good area combination factor good,1,2
cargotec sale totalled eur billion employ approximately people,1,1
also technopolis plan build million euro technology park special economic zone neudorf st petersburg st petersburg government said february,1,1
leading private road ambulance service company finland,2,1
offer price million including cash million net debt assumption face million worth cencorp share issued savcor,1,1
implementation project carried finnish company yit association investment fund evli property investment russia epi,1,1
teleste acquisition mark entry service business market long established significant supplier product,2,2
firm headquartered vantaa southern finland employee,1,1
succeeded increasing market share sold apartment comment mr kari kauniskangas head yit international construction service,2,2
sonoco product co u packaging company said friday bought percent italy demolli industria cartaria spa already,1,2
according hkscan finland plan increase j rvi suomen portti net sale eur mn eur mn,2,2
stonegate product centrally manageable suited physical virtual environment,1,1
due pirkka beer olvi brewery iisalmi moving day hour work shift,1,1
payment date march,1,1
company reported net sale mln euro mln operating margin pct,1,1
proud welcome another distribution facility north mississippi region known logistics center united state said gray swoope executive director mda,2,1
also traditional grapevine carry lot weight,1,1
company net sale amounted approximately eur employee,1,1
customer wide range industry use stainless steel service worldwide,1,1
engine electrical output kw making largest gas powered generating set world,1,1
financial detail disclosed,1,1
business unit investlesprom group cover full forest industry chain group owns forest sawmill paper pulp mill processing plant,1,1
return flight stuttgart every morning well evening departure thursday friday sunday,1,2
term acquisition disclosed,1,1
real generated turnover eur bn employee,1,1
ahms also offer hotel hotel project consultancy management service brand franchise training sale marketing service pan india basis,1,1
preliminary estimation technology park measure square meter,1,1
estimated consolidated turnover kausta guder reach lt mn u mn eur mn,1,2
offer deemed low finnlines board stand pm tomorrow,0,1
dollar bounced back hitting another record low euro reached first time,1,2
founded quatrocon clientele consists public sector builder central trading company major construction firm,1,1
also confirmed earnings guidance whole issued report whole,1,0
thanks nokia lulu proud published novel found,1,1
helsinki afx cargotec said bought pct stake indital construction machinery ltd bangalore based company make fork lift truck mobile crane undisclosed sum,1,1
tikkurila powder coating employee four paint plant generated revenue eur usd,1,1
tinyurl link take user scamming site promising user earn thousand dollar becoming google nasdaq goog cash advertiser,0,1
project expected completed,1,1
nwc analysis,1,1
aspo also investigated sale opportunity kaukomarkkinat electronics business,1,1
also bringing right kind people upgrade human resource,2,1
finnish construction company yit hel yty v said agreed take german facility engineering facility system firm caverion eur usd,1,2
helsinki afx share closed higher led nokia announced plan team sanyo manufacture g handset nokian tyre fourth quarter earnings report beat analyst expectation dealer said,2,1
currently ten shop selling tikkurila paint kazakhstan shop opened continuously,1,1
demand brisk expected order level remained high,2,2
finnish company claim quarter million contented tulikivi fireplace business homeowner worldwide,1,1
cramo group financial target sale growth higher percent per year return equity percent,2,2
delivery started april completed,1,1
upm kymmene one world leading printing paper producer production country sale network covering company,2,2
airline ordered nine airbus aircraft delivery becomes lead airline latest variant roll royce trent series engine called,2,1
net sale vegetable oil business rose eur mn eur mn,2,2
current lay offs additional temporary lay offs agreed december may,0,0
completion transaction subject final agreement due diligence process,1,1
course direct access nokia ovi store lot fun downloading favorite medium,1,1
strong growth continued also china,2,2
forestry also higher driven yesterday bullish analyst comment stora enso dagens industri dealer said,2,2
kirsi rantanen previously development director hk ruokatalo poultry business,1,1
option might include partial total divestment shareholding ovako,1,1
met located central business district cbd bangkok,1,1
image data produced browser phone server converted bitmapped image sent handset display,1,1
earnings per share eps amounted eur loss eur,2,2
contract includes heating plant equipment associated installation work,1,1
one largest project magazine division sanomawsoy sanoma magazine international became launch russian magazine gloriya,1,1
largest restructuring planned italy negotiation job cut initiated today company noted,0,0
antibody given repeated dos mg kg generally well tolerated pharmacokinetic characteristic btt psoriasis patient consistent observed previously completed study rheumatoid arthritis ra patient,2,1
kauko telko centralized administration dissolved appropriate part transferred operating activity group administration end year,1,1
raw material come europe u paid euro u dollar sale take place ruble,1,1
ponsse divide sale maintenance service network six geographical area,1,1
facade riga march finnish construction company yit oyj hel yty v said today build frame facade tower construction project riga,1,2
opportunity responsibility create new journalistic culture serve reader alma medium newspaper say hannu ollikainen head new helsinki desk,1,1
upm aim secure botnia strategic development investment,1,1
finland national carrier finnair plc carried record million passenger increase percent previous year airline reported tuesday,2,2
incident happened p avenue road,1,1
webcast may followed online company website www ruukki com investor,1,1
world second largest stainless steel maker said net profit three month period dec surged euro million u million euro u per share euro million euro per share previous year,2,2
finnish cargotec kalmar business area providing container handling solution awarded order ten e one rubber tyred gantry rtg crane saigon newport company snp vietnam,2,2
maritime administration said ship ignored warning icy condition,0,0
company said share holding company sold meadville holding limited hong kong listed parent company meadville group,1,1
made long term investment developing system implementation model,1,2
finnish sport equipment company amer sport said decided lay worker salomon division france,0,2
result total employee would given notice,1,0
share repurchase helsinki stock exchange behalf sampo plc danske bank helsinki branch,1,1
quartal oy owns share satama interactive plc represents per cent share capital voting right,1,1
consolidated operating profit excluding one item eur mn eur mn year earlier,2,0
operating profit decreased eur mn eur mn,0,0
honkarakenne mainly export large luxury log house russia used one family house holiday home sale go moscow region st petersburg region remainder location,1,1
tom doring long successful career drive business know american market,1,1
hk ruokatalo produce many turkey product cold cut,1,2
stora enso also meeting labor authority employment economic development centre representative government order find solution,1,1
swiss bank credit suisse international act investor locomotive manufacturing plant astana administration said,1,1
divisional sale demand half remained inconsistent added,0,0
finnish exel composite technology company design manufacture market composite profile tube various industrial application report net sale decreased second quarter eur mn eur mn corresponding period,0,0
difference explained fact two shipping company stopped operating gulf finland,1,1
operating profit eur mn eur mn,2,2
acquisition sampo bank make strategic sense db say lindsey liddell director fitch rating financial institution group,2,1
qpr product family fully compatible microsoft window operating system,1,1
sale volume coca cola market share decreased,0,0
symphony service provides development service aldata gold,1,1
operating profit rose eur million,2,2
asian traffic declined per cent,0,0
glad long co operation sodra continues comment stig goran sandberg affecto area manager baltic operation,2,1
real start statutory employer employee negotiation nekoski board mill concern people,1,1
olli pekka laine appointed chairman erkki pehu lehtonen vice chairman board,1,1
another firm air liquide exempted left market,1,0
company plan spend proceeds right offering strengthening balance sheet,1,1
eur contract includes design construction work,1,1
finnish geosentric net sale decreased eur january march,0,0
customer come following country uk usa spain france italy germany china hong kong sweden norway netherlands austria belgium switzerland czech republic finland canada russia ukraine denmark ireland south korea liechtenstein,1,1
alexandria va nov erkki aho elimaki finland developed method apparatus conjunction shoe press,1,1
finnish flexible packaging manufacturer suominen corporation report net sale eur mn first quarter compared eur mn year earlier,2,0
operating profit rose eur mn eur mn,2,2
change readership significant,1,1
finnish plumbing heating system supplier uponor corporation omx helsinki unr v said tuesday august board director authorised management proceed company wide cost reduction program,2,1
revenue grew percent x ac million million x ac million,2,2
kaido kaare general director atrium eesti say company investment upgrade pig farm surpass eek mn eur mn usd mn past year,2,2
split company would series share series k share,1,1
company said agreed eur unsecured credit line lender,1,2
technopolis st petersburg government signed cooperation memorandum october set techno park neudorf production zone village strelny st petersburg suburb,2,1
new agreement expands long established cooperation company involves transfer certain engineering documentation function larox etteplan,2,2
martela said plan expand recycled furniture business elsewhere finland,2,2
also recovers valuable raw material kemira water chemical production,1,1
company build altogether new substation end year,1,2
lule municipality awarded yit year contract property management one third municipality property total area sq metre,2,1
last year firm also acquired realprojekti oy real estate development company advise capman property activity,1,1
believe however hkscan atrium start use imported meat finnish consumer prefer domestic product,1,1
talvivaara listed london stock exchange main market nasdaq omx helsinki included ftse index,1,1
q company operating loss totalled eur mn compared profit eur mn q,0,0
succeed krister kylas decided leave teliasonera,1,1
november finnish paint coating company tikkurila oyj hel tik v said today finnish state owned investment company solidium oy sold stake company total eur,1,1
market share volkswagen passenger car finland percent audi market share percent seat share percent,1,1
february finnish textile clothing company marimekko oyj hel mmo v said today preliminary operating profit grew eur eur,2,2
amanda capital investment private equity fund unquoted company mainly europe,1,1
j rvi suomen portti also planning reduce use sodium nitrite,1,1
revenue grew percent x ac billion u billion,2,2
scanfil system supplier contract manufacturer communication sector give notice productional employee temporarily lay employee company plant sievi finland,0,0
share subscription period stock option april march,1,1
finnish communication electronics component supplier scanfil oyj tuesday said sale first half lower period year ago,0,0
alexandria va dec reijo salovaara nastola finland developed veneer cutter,1,1
london afx share rautaruukki corp upgraded hold sell abn amro price target raised eur said dealer,2,1
maximum number new share offered million,1,1
planned facility estimated cost around million would largest biodiesel plant world use palm oil certified roundtable sustainable palm oil rspo,2,1
performance second half exceeded expectation,2,0
group revenue amounted eur million company currently employ approximately people,1,1
light bright pretty addition life also keep penny bank account,1,1
finland city forssa said pay compensation food industry company hk ruokatalo atrium lye leak tap water occurred march,0,1
separate announcement helsinki stock exchange atrium revealed company third quarter profit declined eur third quarter last year eur year q,0,0
plant collect raw material baltic sea region,1,1
increase capital stock registered finnish trade register november,2,1
total two offer received contracting authority participating contract however contract allotted affecto finland oy,1,1
adp news feb finnish wood product technology supplier raute oyj hel rutav said today net profit decreased eur million usd eur million,0,0
use validation rule base enables verifying processing rule base managed different administrator fulfil set requirement,1,1
choose basware tool financial service seemed like natural continuation cooperation say tommi leskinen financial application manager neste oil corporation,1,1
outotec currently delivering new oil shale processing plant eesti energia estonia based enefit technology developed jointly eesti energia outotec,1,1
broker initiated palfinger ag konecranes oyj buy recommendation eur price target respectively,2,2
upon completion sale proha would get usd stake artemis,1,1
transaction included also transfer lease agreement concerning manufacturing premise employment agreement related operation,1,1
sale healthcare trade business support oriola kd strategy focus pharmaceutical wholesale retail business,2,1
agreement benefon forthcoming range twig integrated gps navigation mobile phone device use jointly developed web based tracking location technology consumer commercial application,1,1
deal already approved shareholder carried first half,1,1
nokia strong track record lower end handset market said july touch screen offering would come year cheaper rival model order tap higher volume market,2,2
kiosk cinema operation suffered particular,0,1
uranium found locally naturally occurring make sense extract way metal,1,2
disposal autotank also strengthen aspo capital structure commented gustav nyberg ceo aspo,2,1
mr k r vasantha appointed managing director incap contract manufacturing service pvt ltd,1,1
refining margin year bbl compared bbl prior year,2,2
second quarter raute net loss narrowed eur eur million period,2,2
america represents gemalto billing latin america one fastest growing region company,1,2
construction project scheduled start second quarter new building scheduled place end,1,1
insolvency act regulates amount debt borrower permitted write,1,1
would like see changed nokia next attempt,1,1
dragonfly love another video shot start finish using nokia n,1,1
join technopolis kone held various position within group recently director service business business development kone middle eastern operation,1,1
change built model design communicated subcontractor accommodate steel grc glass reinforced concrete fabrication process,1,1
fixing home base cutting cost closing non profitable unit looking going forward said,2,2
cision say sale return u k operation profitability,2,2
part transaction nekoski paper mill remained real ownership continued galerie art production sappi long term contract,1,2
public service also available,1,1
name newspaper publishing printing division sanoma changed sanoma news,1,1
operating profit turnover six month period increased respectively eur eur compared corresponding period year ago,2,2
restructuring creates efficient organization increased operational focus stable profitability lead efficient production said bo annvik head specialty stainless,2,2
company enhance gprs capability existing idea telecom service area add service area network,2,1
sale increased due growing market rate increased operation,2,2
contract comprise turnkey order roro system two roro cruise vessel construction viking line tallink,1,2
rapala estimate net sale increase pct pct assuming exchange rate,2,2
diluted earnings per share eps stood eur versus eur,0,0
fi developing cooperation keyword advertising microsoft,2,2
cooperation involve arena partner buying share new joint venture company operating alma medium home sale vehicle consumer advertising marketplace business,1,1
company anticipates turnover whole surpass previous year eur million,2,2
q april finnish forest machinery equipment maker ponsse oyj hel pon v said today expects swing net profit eur first quarter eur loss year earlier,2,2
honored acknowledged commitment industry especially asia pacific,2,1
following impact altima hit utility pole causing live electric line fall onto roadway,1,1
letter economic affair minister listed estonian shipping company tallink asks approval entitled cut port fee,1,1
okmetic closed plant espoo early production line site moved okmetic plant vantaa finland texas usa,1,1
loss period totalled eur mn compared profit eur mn,0,0
posted turnover mln euro mln operating profit mln euro mln,1,1
total value project valued sek bn eur bn usd bn,1,1
unilever turun sinappi made sweden hold market,1,1
symbian foundation plan revise procedure testing signing software digitally signing trojan symbian mobile phone operating system mistake,1,1
cv proposed member available viewing march onwards internet www sampo com ir,1,1
city user search home property area city active even outside country,1,1
geosolutions team provides intriguing new technology combining gps mobile based technology together internet based social networking,1,2
componenta metal sector company international operation production plant located finland netherlands sweden turkey,1,1
glaston headquartered tampere finland growing international glass technology company,2,1
order consist total panel lift away weatherdeck hatch cover delivered container vessel capacity ranging teus,1,1
g data subscriber also helping maintain growth level since data subscription push multiple sim ownership,1,1
recent interview financial time ft sampo board chairman bjorn wahlroos said p c certainly sale price set sek billion confirming earlier statement,1,2
benefon wireless gps technology company supply karputer twig navigation platform gps satellite navigation voice guidance service,2,1
reported operating margin negative,0,1
operating loss eur mn compared loss eur mn second quarter,2,2
combined capital fund expected eur mn mn,1,1
india high priority since business link two country also expanding tornstrom said,1,2
truck feature eco drive system fuel measuring tool store data particular individual driver,1,1
financial detail available,1,1
march goldman sachs estimate negative prospect norwegian mobile operation norway telenor asa osl tel sweden teliasonera ab sto tlsn short term,0,2
costanza light aluminum base washable shade come white pistachio orange blue red,1,1
october december sale mln eur pct increase year year,2,2
web marela application handle invitation quote quote comparison agreement purchase invoice inspection inventory management delivery,1,1
finnish solution provider affecto oyj said today frame contract valued eur implement next phase insurance application south african mutual federal insurance company limited f,2,1
company also seeking possibility relocate luumaki personnel people upm mill,1,1
company said sale three month end march slid eur u eur last year,0,2
vacon cash flow operation grew eur mn eur mn year ago,2,2
february finnish privacy security software developer tectia oyj hel tec v said wednesday set two strategic business unit managed security mobile authentication,1,1
finnish printed circuit board pcbs maker aspocomp group oyj said december named henry gilchrist senior vice president group asian operation january,1,1
includes option additional communal building site well construction supervision work construction site,1,1
luxembourg registered investment fund amber trust ii final approval lithuania competition council acquire percent sanitas country largest pharmaceutical producer,2,1
government professional approach assessing offer,2,1
currently company us eight similar reach stacker four empty container handler konecranes,1,1
first solteq service company operating st petersburg area include maintenance material management system data collection solution,1,1
israeli cable network operator hot telecom chosen teleste international technology group exclusive provider fttx equipment israel according teleste today,2,1
board director propose dividend eur per share eur per share paid,2,1
research show access information technology one limiting factor small business especially work heterogenous network based environment,1,1
real said ground rumor circulating market month,1,2
operating loss increased eur mn loss eur mn,0,2
contract traded time high ton april,1,1
ferry run trouble outside stockholm archipelago made island,0,0
kauko telko ltd press release telko group kauko telko expanding strategic partnership bp industrial lubricant service bp il acquiring total ownership bp swedish retail company molub alloy ab,2,1
transaction take place without payment merger consideration,1,1
repeat order follow successfully installed elevator delhi metro system kone spokeswoman told thomson financial news,2,2
energy sector accounted approximately steel industry transportation volume,1,1
fixed acquisition price amount nok approximately eur million additional price nok eur million maximum,1,1
action include cutting expensive weekend shift freezing production bonus system general cost cutting program,1,2
donation granted aalto university university helsinki tampere turku eastern finland jyv skyl oulu vaasa polytechnic announced later,1,1
technopolis set aside plot land measuring hectare build park mikkonen said,1,1
capman office helsinki stockholm copenhagen oslo manages nordic buyout mezzanine technology life science real estate fund approximately eur bn total capital,1,1
huhtamaki continue invest organic growth,1,2
pleased receive nomination committee request confidence say jon risfelt,2,1
offer million share aimed raise x ac million u million expected completed oct outokumpu said,1,1
following acquisition relacom strengthen presence finland serving operator office market mobile fixed network construction installation maintenance service,2,1
ebrd using fund provide million loan b portion million euro syndicated two finnish commercial bank nordea bank finland plc million euro pohjola bank plc million euro,1,1
also strengthen ruukki offshore business,2,2
h kan dahlstr head mobility service teliasonera forecast mobile data volume teliasonera network sweden rise eight fold tb,2,1
shopping center prime location right next myllypuro metro station,2,1
check make bid deka showroom fortitude valley,1,1
seminar introduced modern clean technology product financial tool sponsorship program energy environment project well potential develop clean energy vietnam,2,1
cargotec net sale exceeded eur billion,1,2
alexandria va aug timo vataja tampere finland virve inget oulu finland developed computer program product activating right use,1,1
airbus firm order nonbinding commitment,2,1
combined value order eur mn,1,1
decision sell share lenenergo reached line fortum strategic plan invest mainly generating asset russia lenenergo grid company press release said,2,1
owner participated business operation company continue poyry employment transaction,1,1
past year factory produced many nokia popular model including nokia nokia well nokia latest music device nokia express music,1,1
copying republication redistribution afx news content including framing similar mean expressly prohibited without prior written consent afx news,1,1
upm kymmene working closely shipping agent reduce fuel consumption greenhouse gas emission,2,1
event also viewed live webcast www cargotec com,1,1
nordea coordinate syndicated loan,1,1
sale seppala diminished per cent,0,1
elcoteq global network market service site long experience serving consumer electronics system solution customer,1,2
installation automatic varnishing line important part company strategy region central eastern europe said jozef misurec director ruukki slovakia,2,2
welcome,1,1
mercator use software logistic retail wholesale operation slovenia market southeastern europe,1,1
kemira r organization comprises approximately people company said,1,1
aho proud company new product lordi cola,1,1
investor continue interested company share although quite cheap affarsvarlden said,2,1
sale improved sek mn compared sek mn,2,2
net sale fell third quarter eur mn,0,0
microsoft last week also issued first patch window operating system beta released day earlier,1,1
october finnish wood product technology supplier raute oyj hel rutav said today swung net profit eur first nine month versus net loss eur period year earlier,2,2
q bank land net interest income increased eur mn eur mn,2,2
apple inc iphone wo n change game plan verizon communication inc chief executive ivan seidenberg said wednesday,1,0
ssh communication security corporation headquartered helsinki finland,1,1
also construction expense gone russia,0,2
tekla defense business employ person located espoo finland,1,1
move carried transferring hkscan production related property plant equipment well holding subsidiary associate company country hkscan finland,1,1
counter competitor strength target weakness,1,2
company share quoted nasdaq omx helsinki rautaruukki oyj rtrks,1,1
subject matter invention furthermore use cyclone separating partly molten particle,1,1
nokia enough user well,1,1
copying republication redistribution afx news content inculding framing similar mean expressly prohibited without prior written consent afx news,1,1
finnish metal industry solution supplier outotec oyj net profit rose mln euro mln first nine month mln euro mln period,2,2
today business pre empt consumer want said mohammed zainalabedin general manager zain bahrain,1,1
company eur bn asset count among five largest shareholder finnish insurer ilmarinen varma well finnish state pension fund ver,1,1
tekla group net sale approximately million euro,1,1
prerequisite inclusion program receipt gain key employee acquire aspo share amount determined board advance maximum,1,1
company make marketing sale investment initiated even efficient,2,1
merger two telecom operator expected result world fourth largest telecom operator,1,1
employee leaf company within duration cover money invested ensure commitment returned company,1,1
proha plc euronext announced today may fully owned subsidiary safran software solution agreed sell share safran north america llc sna holding investment group based norway,1,1
contract cover hdo platform ac cxe optical fttb node designed increase forward return path capacity transmission network,2,2
appointment kaupthing bank aim co ordinate capital market activity within group improve overall service client,2,1
intel atom processor tremendous success marketplace since launch year ago said pankaj kedia director global ecosystem program intel corp ultra mobility group,2,2
finnish high technology provider vaahto group report net sale eur mn accounting period september february increase year earlier,2,2
look vintage fabric cushion cover coffee pot ceramic serving dish cocktail glass stainless steel party dish,1,1
structure bim building information modeling software tekla model based software provider adopted construction management delivery university project abu dhabi,1,1
capital base capital adequacy measurement based approach basel ii,1,1
raisio site main production plant well company headquarters,1,1
finnish engineering technology company metso oyj said may completed acquisition paper machinery technology japanese engineering company mitsubishi heavy industry mhi undisclosed sum,2,2
part agreement employee john deere forestry documentation function transfer dokumentori oy,1,1
bg ad bulgaria leading internet company,2,1
addition company reduce maximum ten job,0,1
border guard service banned mooring company car shipping ferry test travel railroad car terminal russian port border checkpoint yet ready,0,1
beijing xfn asia hong kong listed standard chartered bank said signed china mobile phone dealer financing agreement nokia making first foreign bank offer financing country small medium enterprise lr,2,1
evidentiary hearing investigation scheduled april may,1,1
wellness service important future,1,1
mika stahlberg vp f secure lab said excited proud f secure recognized av comparative product year,2,2
bank see potential getinge share rise,2,1
company reportedly searching replacement ceo olli pekka kallasvuo,1,1
ixonos rich heritage developing leadership experience smartphone segment,2,2
company also said november real estate fund ky signed agreement finnish window maker fenestra oy build window plant forssa southern finland,2,1
therefore seems finnish shipping company viking line get subsidy need order new lng fuelled vessel,2,1
france l com spent time studying teliasonera potential takeover target shareholder want sell pellissier said,1,1
fixed mobile convergence solution represent key value proposition today communication market,1,1
last year sysopen digia invested ibm product know building portal trading place system successfully implemented customer solution supported,2,1
dividend paid april shareholder record date april entered list shareholder kept finnish central security depository ltd,1,1
plan cs worked together public policy management institute ppmi partner building total area square meter built territory first phase,1,1
said thing different new finnish nuclear power station go operation large hydro powered station northern europe good year,1,2
according deputy md pekka silvennoinen aim double turnover next three year,2,2
company expects net sale whole remain level,0,1
department store sale improved eur mn,2,2
value order eur,1,1
russian medium venture minority shareholder peter hervy denied plan sell ovum press daily said,1,1
panostaja financially secure finnish multi field corporation creates healthy company company entity,1,1
omx nordic omxn index comprising traded nordic stock nasdaq omx exchange closed point wednesday,2,0
total value order placed aspo marine transportation subsidiary esl shipping oy eur million usd,1,1
rautalinko resposnible also mobility service job division continued marek hintze,1,1
okhta center area expected square metre office premise,1,1
january finnish software solution provider basware hel ba v said yesterday adjusted strategy goal next four year focus international growth mainly via acquisition,1,2
company profit totaled l h year year,0,2
nokia multimedia net sale totaled eur bn corresponding period,2,2
result russia import restriction finnish dairy company canceled august,2,0
china finnish kone provides elevator escalator solution modernisation maintenance build escalator installed high speed railway section beijing shanghai year time,2,2
value order usd mn,1,1
addition employee laid notice whole workforce laid short period needed,0,0
dollar fell though pound yen,0,0
finnish cutlery hand tool maker fiskars oyj abp hel fisa said today net profit rose eur million usd third quarter eur million year earlier,2,2
boomerang boat net sale eur mn made operating profit eur mn,1,1
beginning negotiation estimated number reduction maximum,1,0
latin america currently account approximately sale finnish bs os va supplier telecom operator tecnotree company president ceo eero mertano told bnamericas,1,1
strong brand visibility nationally regionally primary importance home sale vehicle consumer advertising,1,1
compensation news opinion distribution,1,1
pleased working fujitsu ntt docomo advance progress lte said juergen walter head converged core nokia siemens network,2,2
expensive water brand finland moment,1,1
operating profit six month period decreased eur net sale increased eur compared corresponding period,0,0
february finnish industrial machinery company metso oyj hel meo v said today deliver mineral processing equipment basic engineering canadian miner northland resource osl naur tse nau,2,2
report full year result august,1,0
raisio malting capacity full use,2,1
glaston well known brand bavelloni pre processing machine tool tamglass uniglass safety glass machine albat wirsam software solution,1,1
bawag issue benchmark covered deal,1,1
nordea bank estonia part largest financial group nordic country,1,1
addition supplying new headbox modern sizing coating unit vaahto group provide erection supervision training start service,1,1
russia video international group hold controlling stake russian medium venture,1,1
antibody administered repeated dos mg kg generally well tolerated pharmacokinetic characteristic btt psoriasis patient consistent observed previously completed study rheumatoid arthritis ra patient,1,1
combined basware enterprise purchase pay portfolio provides high level automation procurement invoice workflow,1,1
biohit already service many current genesis customer customer base expected expand result agreement,2,2
inventor bylander johan ponten fredrik lundberg jorgen,1,1
decision french court relates claim raised twenty one former aspocomp employee company said,1,2
operating margin came,0,1
finland based elcoteq se privately held provider electronics manufacturing service communication company said thursday signed long term manufacturing supply deal communication equipment company andrew corp,2,2
nordic business report january efore plc inaugurates new plant estonia communication ltd finnish power electronics manufacturer efore plc said tuesday january inaugurating new plant parnu estonia,1,1
estimated value deal usd million,1,1
board machine wire width design speed min produce close tonne folding boxboard per day,1,1
sure happening,1,1
sullivan said board really involve lot work people get paid time,1,1
company confirmed estimate lower revenue whole year ago eur million usd given interim report august,0,0
upon completion keskuskatu form backbone helsinki pedestrianised downtown area linking city main pedestrian precinct,2,1
eur million non recurring expense recorded third quarter,1,1
st petersburg oct prime ta finnish tire producer nokian tyre plan invest million euro expansion tire plant city vsevolozhsk russia leningrad region company president kim gran told reporter thursday,2,1
july quadriga capital sold lewa gmbh pump making business japan nikkiso co,1,1
upon completion transaction metso stake amount,1,1
offer advanced machinery maintenance process development service pulp paper industry northern china,1,1
profit period eur mn eur mn,0,2
odell contacted state finland issue,1,1
company owned state finland european aeronautic defense space company eads n v tekla international software company provides solution building construction energy distribution municipality,1,1
cent scout potential acquisition target detailed insight company financial operational performance,1,2
use proceeds transaction achieve target,1,2
give u sense pride exposure said bruce hansen svh sale representative wolverine,2,2
manufacturing begin pietarsaari beginning year delivery take place october,1,1
cash flow operation totalled eur mn compared negative eur mn second quarter,2,2
last year third quarter result burdened cost stemming restructuring u,0,0
also pleased welcome new employee tieto,1,2
excluding non recurring item pre tax profit surged eur,2,2
operating profit net sale six month period increased respectively eur eur compared corresponding period,2,2
bioheapleaching make extraction metal low grade ore economically viable,1,1
utah capital wanted next u headquarters amer sport corp ski equipment company,1,1
consumer product manufacturer fiskars corp open distribution warehouse center southaven creating job,2,1
operating profit excluding non recurring item totaled eur mn eur mn corresponding period,0,0
compared ftse index rose point day relative price change,1,0
finnish financial group aktia report operating profit eur mn january september eur mn corresponding period,2,2
evraz group share owned lanebrook whose beneficiary one hand millhouse holding company asset billionaire roman abramovich business partner evraz executive alexander abramov alexander frolov,1,1
chs expo freight major finnish fair exhibition culture logistics company provides logistics service various event land air sea,1,2
diameter protocol developed according standard ietf rfc ietf rfc,1,1
finnish l recoil company specialising used oil regeneration building facility hamina finland,1,1
among scandinavian company present st petersburg also named swedish concern ncc implement project field asphalt production road housing construction project swedish krona,1,1
new series share become subject trading helsinki stock exchange main list together old series share july,1,1
finnish construction group lemmink inen awarded two road building contract lithuanian transport administration,2,2
ten year rent contract right prolongation existing term signed stockmann owner shopping center,1,2
amanda said already made usd investment commitment russia partner ii fund july,1,1
significant milestone benefon helping u secure critical usp personal navigation product roadmap beyond commented simon button chief technology officer benefon,2,1
analyzed kaupthing bank sweden found business fit well alandsbanken said alandsbanken chief executive peter wiklof statement,2,1
eb tough voip designed fulfill communication need military unit continue strive towards achieving goal mikko viitaniemi eb elektrobit defense product wireless solution senior manager said statement,1,1
san francisco marketwatch nokia corp world largest cell phone maker using consumer electronics show la vega introduce high end thin folding phone according medium report monday,1,1
web user click link contained mail find bogus site imitates bank retrieves personal banking data,0,1
key geographical market europe russian federation middle east south africa japan,1,2
advertising circulation revenue grew respectively,2,2
elcoteq electronics manufacturing service em business segment serf customer globally engineering manufacturing fulfillment service,1,2
alternative share exchange panostaja offer full cash consideration value euro per share,1,1
original patent filed finland application,1,1
mr lee said hoped neste move pave way collaboration project two country,2,2
comparable operating profit quarter decreased eur sale increased eur compared third quarter,0,0
almost entire office building occupied metso,1,1
valga lihatoostus market product mak moorits trademark,1,1
metric qpr scorecard support date text milestone based value improve support managing project around performance process related content,2,1
server responsible managing device user account desktop client application enables remote access mobile phone,1,1
cablevision system corp cvc madison square garden division owns operates new york knickerbockers basketball team also madison square garden arena new york ranger hockey team new york liberty woman basketball team hartford wolf pack hockey team,1,1
plant expected start production first half,1,1
also ruukki construction rautaruukki construction division initiating employer employee negotiation site alaj rvi vimpeli per sein joki finland,1,1
